domain,seed,friction_level,interface_id,n_forecasters,forecast_best_set,deployed_best_set,forecast_best_set_size,deployed_best_set_size,forecast_selected_representative,deployed_selected_representative,agreement_flag,selection_disagreement_flag,deployed_gap_of_forecast_selected
inventory,35,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.4943106585107664
inventory,36,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.05100011593149745
inventory,37,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.256093374539331
inventory,38,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.809014724979634
inventory,39,0.5,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,40,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,41,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.5340550840108707
inventory,42,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,43,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,44,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.3608505842310823
inventory,45,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,46,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.39437283811620993
inventory,47,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.0828278441803505
inventory,48,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.18762522379870372
inventory,49,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.6491482792573668
inventory,50,0.5,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,51,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.39796137037905144
inventory,52,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,53,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.407007413150124
inventory,54,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.5079936034085826
inventory,55,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.38940109552564195
inventory,56,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.11045039051868955
inventory,57,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.20803081156568926
inventory,58,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.21007788626389967
inventory,59,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.3082787830870952
inventory,60,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.7689615050454375
inventory,61,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,62,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.20954921176026708
inventory,63,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.4163784884766155
inventory,64,0.5,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,65,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.16824676541476347
inventory,66,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.051825961597336
inventory,67,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.14474614039757316
inventory,68,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,69,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.5735386903634492
inventory,70,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,71,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.15891838824442317
inventory,72,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.7108107920268436
inventory,73,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.19141866080546155
inventory,74,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.19784075123804
inventory,75,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.33992296998478455
inventory,76,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,77,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,78,0.5,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.37376511039602445
inventory,79,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.30209445433669746
inventory,80,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.3231074946206114
inventory,81,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.28267999116844766
inventory,82,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.5725410176699999
inventory,83,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.33489296393638046
inventory,84,0.5,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,85,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.5349105660925559
inventory,86,0.5,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,87,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.28918860569865057
inventory,88,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.2036622092014415
inventory,89,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.04501368325970123
inventory,90,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,91,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.05953738227330696
inventory,92,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.19909099051547496
inventory,93,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.012050515480623858
inventory,94,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.46479629464163175
inventory,95,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.4166138368481693
inventory,96,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.04964483936537256
inventory,97,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.25211879716218544
inventory,98,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.07071637706217704
inventory,99,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,0,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.8946834264526133
inventory,1,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.389030408672629
inventory,2,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.030789205377217
inventory,3,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.5758563219239496
inventory,4,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.8276467979644302
inventory,5,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.1528038167479977
inventory,6,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.0442430798032678
inventory,7,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.5165719752448226
inventory,8,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.2170373299924604
inventory,9,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.6212629712794522
inventory,10,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.1066137128077296
inventory,11,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.8293923174860636
inventory,12,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.3598920571352098
inventory,13,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.9260159233500831
inventory,14,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.0268334981246854
inventory,15,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.1849646726719492
inventory,16,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.2724411529804716
inventory,17,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.0852728137491106
inventory,18,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.492429174346805
inventory,19,1.0,responsive,5,gru_small,moving_average_7,1,1,gru_small,moving_average_7,False,True,1.4800698529711216
inventory,20,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.3243597649866725
inventory,21,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.321159242452163
inventory,22,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.3824619692186495
inventory,23,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.7476805917105214
inventory,24,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.2546721781910568
inventory,25,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.22700602229590938
inventory,26,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.11521655991642987
inventory,27,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.8237298723041278
inventory,28,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.5831434824721544
inventory,29,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.9761341927075966
inventory,30,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.0459737611453006
inventory,31,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.0779549665133077
inventory,32,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.5390572033721597
inventory,33,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.2876603843393575
inventory,34,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.3179927835455896
inventory,35,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.5289249931831161
inventory,36,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.364901708766201
inventory,37,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.1303764609302593
inventory,38,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.7309572239557935
inventory,39,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.6155112959711797
inventory,40,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.33596809994593446
inventory,41,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.7271541922614455
inventory,42,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.44546503322095
inventory,43,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.1448464366350155
inventory,44,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.3916869216061887
inventory,45,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.2440401186548069
inventory,46,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.41970482288162
inventory,47,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.9005374845112577
inventory,48,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.0115492146563732
inventory,49,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.5675133040646498
inventory,50,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.6824615564581782
inventory,51,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.1890651368136291
inventory,52,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.330127659890719
inventory,53,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.4617803052589204
inventory,54,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.3308030073445218
inventory,55,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.3820727642250121
inventory,56,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.909366702999777
inventory,57,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.0087028863362733
inventory,58,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.847675616963774
inventory,59,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.3144744268459014
inventory,60,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.632075935413556
inventory,61,1.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,62,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.0504017143133195
inventory,63,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.1497768022640598
inventory,64,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.44211583093243334
inventory,65,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.0319983620787427
inventory,66,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.9978527069998755
inventory,67,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.8941298465359315
inventory,68,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.6983966160679218
inventory,69,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.567016300609776
inventory,70,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.38937700931008834
inventory,71,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.9078720204656276
inventory,72,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.8432594070732202
inventory,73,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.899286700759383
inventory,74,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.0371552632672323
inventory,75,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.1945589868214421
inventory,76,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.5272542940096994
inventory,77,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.7671415943055493
inventory,78,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.3043800242501424
inventory,79,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.2424074129320104
inventory,80,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.392603538777605
inventory,81,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.0047273746418703
inventory,82,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.3147503448875177
inventory,83,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.345830530981643
inventory,84,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.6545835684598922
inventory,85,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.6066628699073773
inventory,86,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.6459104571062433
inventory,87,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.1882462485459717
inventory,88,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.1040751991683067
inventory,89,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.7441113284183452
inventory,90,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.29547514049388646
inventory,91,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.8899250413267588
inventory,92,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.86607269972456
inventory,93,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.8776445287646686
inventory,94,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.5224287193340258
inventory,95,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,1.3997704181770283
inventory,96,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.891713549470591
inventory,97,1.0,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,1.13319706312123
inventory,98,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.8150107977379415
inventory,99,1.0,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.5215062596268947
